Synthetic,"This flight is SYNTHETIC — numbers Debrief made up to demonstrate what it can read. It is not a recording of anything, nothing here was flown, and no figure from it means anything about a real rocket."
Demonstrates,"the sustainer half of the same staged launch, on a second altimeter"
Stage,"sustainer"
Columns,"The column names below are the ones an Eggtimer Classic writes, so that Debrief reads this file without being told about it. No Eggtimer recorded anything here and no device of any kind did: see the Synthetic row above."

T,Alt,VRaw,VFilt
112.55,5665.4,-65.6,-65.6
112.60,5662.1,-65.6,-65.6
112.65,5658.9,-65.6,-65.6
112.70,5655.6,-65.6,-65.6
112.75,5652.3,-65.6,-65.6
112.80,5649.0,-65.6,-65.6
112.85,5645.7,-65.6,-65.6
112.90,5642.5,-65.6,-65.6
112.95,5639.2,-65.6,-65.6
113.00,5635.9,-65.6,-65.6
113.05,5632.6,-65.6,-65.6
113.10,5629.3,-65.6,-65.6
113.15,5626.0,-65.6,-65.6
113.20,5622.8,-65.6,-65.6
113.25,5619.5,-65.6,-65.6
113.30,5616.2,-65.6,-65.6
113.35,5612.9,-65.6,-65.6
113.40,5609.6,-65.6,-65.6
113.45,5606.4,-65.6,-65.6
113.50,5603.1,-65.6,-65.6
113.55,5599.8,-65.6,-65.6
113.60,5596.5,-65.6,-65.6
113.65,5593.2,-65.6,-65.6
113.70,5590.0,-65.6,-65.6
113.75,5586.7,-65.6,-65.6
113.80,5583.4,-65.6,-65.6
113.85,5580.1,-65.6,-65.6
113.90,5576.8,-65.6,-65.6
113.95,5573.6,-65.6,-65.6
114.00,5570.3,-65.6,-65.6
114.05,5567.0,-65.6,-65.6
114.10,5563.7,-65.6,-65.6
114.15,5560.4,-65.6,-65.6
114.20,5557.2,-65.6,-65.6
114.25,5553.9,-65.6,-65.6
114.30,5550.6,-65.6,-65.6
114.35,5547.3,-65.6,-65.6
114.40,5544.0,-65.6,-65.6
114.45,5540.7,-65.6,-65.6
114.50,5537.5,-65.6,-65.6
114.55,5534.2,-65.6,-65.6
114.60,5530.9,-65.6,-65.6
114.65,5527.6,-65.6,-65.6
114.70,5524.3,-65.6,-65.6
114.75,5521.1,-65.6,-65.6
114.80,5517.8,-65.6,-65.6
114.85,5514.5,-65.6,-65.6
114.90,5511.2,-65.6,-65.6
114.95,5507.9,-65.6,-65.6
115.00,5504.7,-65.6,-65.6
115.05,5501.4,-65.6,-65.6
115.10,5498.1,-65.6,-65.6
115.15,5494.8,-65.6,-65.6
115.20,5491.5,-65.6,-65.6
115.25,5488.3,-65.6,-65.6
115.30,5485.0,-65.6,-65.6
115.35,5481.7,-65.6,-65.6
115.40,5478.4,-65.6,-65.6
115.45,5475.1,-65.6,-65.6
115.50,5471.9,-65.6,-65.6
115.55,5468.6,-65.6,-65.6
115.60,5465.3,-65.6,-65.6
115.65,5462.0,-65.6,-65.6
115.70,5458.7,-65.6,-65.6
115.75,5455.4,-65.6,-65.6
115.80,5452.2,-65.6,-65.6
115.85,5448.9,-65.6,-65.6
115.90,5445.6,-65.6,-65.6
115.95,5442.3,-65.6,-65.6
116.00,5439.0,-65.6,-65.6
116.05,5435.8,-65.6,-65.6
116.10,5432.5,-65.6,-65.6
116.15,5429.2,-65.6,-65.6
116.20,5425.9,-65.6,-65.6
116.25,5422.6,-65.6,-65.6
116.30,5419.4,-65.6,-65.6
116.35,5416.1,-65.6,-65.6
116.40,5412.8,-65.6,-65.6
116.45,5409.5,-65.6,-65.6
116.50,5406.2,-65.6,-65.6
116.55,5403.0,-65.6,-65.6
116.60,5399.7,-65.6,-65.6
116.65,5396.4,-65.6,-65.6
116.70,5393.1,-65.6,-65.6
116.75,5389.8,-65.6,-65.6
116.80,5386.5,-65.6,-65.6
116.85,5383.3,-65.6,-65.6
116.90,5380.0,-65.6,-65.6
116.95,5376.7,-65.6,-65.6
117.00,5373.4,-65.6,-65.6
117.05,5370.1,-65.6,-65.6
117.10,5366.9,-65.6,-65.6
117.15,5363.6,-65.6,-65.6
117.20,5360.3,-65.6,-65.6
117.25,5357.0,-65.6,-65.6
117.30,5353.7,-65.6,-65.6
117.35,5350.5,-65.6,-65.6
117.40,5347.2,-65.6,-65.6
117.45,5343.9,-65.6,-65.6
117.50,5340.6,-65.6,-65.6
117.55,5337.3,-65.6,-65.6
117.60,5334.1,-65.6,-65.6
117.65,5330.8,-65.6,-65.6
117.70,5327.5,-65.6,-65.6
117.75,5324.2,-65.6,-65.6
117.80,5320.9,-65.6,-65.6
117.85,5317.7,-65.6,-65.6
117.90,5314.4,-65.6,-65.6
117.95,5311.1,-65.6,-65.6
118.00,5307.8,-65.6,-65.6
118.05,5304.5,-65.6,-65.6
118.10,5301.2,-65.6,-65.6
118.15,5298.0,-65.6,-65.6
118.20,5294.7,-65.6,-65.6
118.25,5291.4,-65.6,-65.6
118.30,5288.1,-65.6,-65.6
118.35,5284.8,-65.6,-65.6
118.40,5281.6,-65.6,-65.6
118.45,5278.3,-65.6,-65.6
118.50,5275.0,-65.6,-65.6
118.55,5271.7,-65.6,-65.6
118.60,5268.4,-65.6,-65.6
118.65,5265.2,-65.6,-65.6
118.70,5261.9,-65.6,-65.6
118.75,5258.6,-65.6,-65.6
118.80,5255.3,-65.6,-65.6
118.85,5252.0,-65.6,-65.6
118.90,5248.8,-65.6,-65.6
118.95,5245.5,-65.6,-65.6
119.00,5242.2,-65.6,-65.6
119.05,5238.9,-65.6,-65.6
119.10,5235.6,-65.6,-65.6
119.15,5232.3,-65.6,-65.6
119.20,5229.1,-65.6,-65.6
119.25,5225.8,-65.6,-65.6
119.30,5222.5,-65.6,-65.6
119.35,5219.2,-65.6,-65.6
119.40,5215.9,-65.6,-65.6
119.45,5212.7,-65.6,-65.6
119.50,5209.4,-65.6,-65.6
119.55,5206.1,-65.6,-65.6
119.60,5202.8,-65.6,-65.6
119.65,5199.5,-65.6,-65.6
119.70,5196.3,-65.6,-65.6
119.75,5193.0,-65.6,-65.6
119.80,5189.7,-65.6,-65.6
119.85,5186.4,-65.6,-65.6
119.90,5183.1,-65.6,-65.6
119.95,5179.9,-65.6,-65.6
120.00,5176.6,-65.6,-65.6
120.05,5173.3,-65.6,-65.6
120.10,5170.0,-65.6,-65.6
120.15,5166.7,-65.6,-65.6
120.20,5163.5,-65.6,-65.6
120.25,5160.2,-65.6,-65.6
120.30,5156.9,-65.6,-65.6
120.35,5153.6,-65.6,-65.6
120.40,5150.3,-65.6,-65.6
120.45,5147.0,-65.6,-65.6
120.50,5143.8,-65.6,-65.6
120.55,5140.5,-65.6,-65.6
120.60,5137.2,-65.6,-65.6
120.65,5133.9,-65.6,-65.6
120.70,5130.6,-65.6,-65.6
120.75,5127.4,-65.6,-65.6
120.80,5124.1,-65.6,-65.6
120.85,5120.8,-65.6,-65.6
120.90,5117.5,-65.6,-65.6
120.95,5114.2,-65.6,-65.6
121.00,5111.0,-65.6,-65.6
121.05,5107.7,-65.6,-65.6
121.10,5104.4,-65.6,-65.6
121.15,5101.1,-65.6,-65.6
121.20,5097.8,-65.6,-65.6
121.25,5094.6,-65.6,-65.6
121.30,5091.3,-65.6,-65.6
121.35,5088.0,-65.6,-65.6
121.40,5084.7,-65.6,-65.6
121.45,5081.4,-65.6,-65.6
121.50,5078.1,-65.6,-65.6
121.55,5074.9,-65.6,-65.6
121.60,5071.6,-65.6,-65.6
121.65,5068.3,-65.6,-65.6
121.70,5065.0,-65.6,-65.6
121.75,5061.7,-65.6,-65.6
121.80,5058.5,-65.6,-65.6
121.85,5055.2,-65.6,-65.6
121.90,5051.9,-65.6,-65.6
121.95,5048.6,-65.6,-65.6
122.00,5045.3,-65.6,-65.6
122.05,5042.1,-65.6,-65.6
122.10,5038.8,-65.6,-65.6
122.15,5035.5,-65.6,-65.6
122.20,5032.2,-65.6,-65.6
122.25,5028.9,-65.6,-65.6
122.30,5025.7,-65.6,-65.6
122.35,5022.4,-65.6,-65.6
122.40,5019.1,-65.6,-65.6
122.45,5015.8,-65.6,-65.6
122.50,5012.5,-65.6,-65.6
122.55,5009.3,-65.6,-65.6
122.60,5006.0,-65.6,-65.6
122.65,5002.7,-65.6,-65.6
122.70,4999.4,-65.6,-65.6
122.75,4996.1,-65.6,-65.6
122.80,4992.8,-65.6,-65.6
122.85,4989.6,-65.6,-65.6
122.90,4986.3,-65.6,-65.6
122.95,4983.0,-65.6,-65.6
123.00,4979.7,-65.6,-65.6
123.05,4976.4,-65.6,-65.6
123.10,4973.2,-65.6,-65.6
123.15,4969.9,-65.6,-65.6
123.20,4966.6,-65.6,-65.6
123.25,4963.3,-65.6,-65.6
123.30,4960.0,-65.6,-65.6
123.35,4956.8,-65.6,-65.6
123.40,4953.5,-65.6,-65.6
123.45,4950.2,-65.6,-65.6
123.50,4946.9,-65.6,-65.6
123.55,4943.6,-65.6,-65.6
123.60,4940.4,-65.6,-65.6
123.65,4937.1,-65.6,-65.6
123.70,4933.8,-65.6,-65.6
123.75,4930.5,-65.6,-65.6
123.80,4927.2,-65.6,-65.6
123.85,4924.0,-65.6,-65.6
123.90,4920.7,-65.6,-65.6
123.95,4917.4,-65.6,-65.6
124.00,4914.1,-65.6,-65.6
124.05,4910.8,-65.6,-65.6
124.10,4907.5,-65.6,-65.6
124.15,4904.3,-65.6,-65.6
124.20,4901.0,-65.6,-65.6
124.25,4897.7,-65.6,-65.6
124.30,4894.4,-65.6,-65.6
124.35,4891.1,-65.6,-65.6
124.40,4887.9,-65.6,-65.6
124.45,4884.6,-65.6,-65.6
124.50,4881.3,-65.6,-65.6
124.55,4878.0,-65.6,-65.6
124.60,4874.7,-65.6,-65.6
124.65,4871.5,-65.6,-65.6
124.70,4868.2,-65.6,-65.6
124.75,4864.9,-65.6,-65.6
124.80,4861.6,-65.6,-65.6
124.85,4858.3,-65.6,-65.6
124.90,4855.1,-65.6,-65.6
124.95,4851.8,-65.6,-65.6
125.00,4848.5,-65.6,-65.6
125.05,4845.2,-65.6,-65.6
125.10,4841.9,-65.6,-65.6
125.15,4838.6,-65.6,-65.6
125.20,4835.4,-65.6,-65.6
125.25,4832.1,-65.6,-65.6
125.30,4828.8,-65.6,-65.6
125.35,4825.5,-65.6,-65.6
125.40,4822.2,-65.6,-65.6
125.45,4819.0,-65.6,-65.6
125.50,4815.7,-65.6,-65.6
125.55,4812.4,-65.6,-65.6
125.60,4809.1,-65.6,-65.6
125.65,4805.8,-65.6,-65.6
125.70,4802.6,-65.6,-65.6
125.75,4799.3,-65.6,-65.6
125.80,4796.0,-65.6,-65.6
125.85,4792.7,-65.6,-65.6
125.90,4789.4,-65.6,-65.6
125.95,4786.2,-65.6,-65.6
126.00,4782.9,-65.6,-65.6
126.05,4779.6,-65.6,-65.6
126.10,4776.3,-65.6,-65.6
126.15,4773.0,-65.6,-65.6
126.20,4769.8,-65.6,-65.6
126.25,4766.5,-65.6,-65.6
126.30,4763.2,-65.6,-65.6
126.35,4759.9,-65.6,-65.6
126.40,4756.6,-65.6,-65.6
126.45,4753.3,-65.6,-65.6
126.50,4750.1,-65.6,-65.6
126.55,4746.8,-65.6,-65.6
126.60,4743.5,-65.6,-65.6
126.65,4740.2,-65.6,-65.6
126.70,4736.9,-65.6,-65.6
126.75,4733.7,-65.6,-65.6
126.80,4730.4,-65.6,-65.6
126.85,4727.1,-65.6,-65.6
126.90,4723.8,-65.6,-65.6
126.95,4720.5,-65.6,-65.6
127.00,4717.3,-65.6,-65.6
127.05,4714.0,-65.6,-65.6
127.10,4710.7,-65.6,-65.6
127.15,4707.4,-65.6,-65.6
127.20,4704.1,-65.6,-65.6
127.25,4700.9,-65.6,-65.6
127.30,4697.6,-65.6,-65.6
127.35,4694.3,-65.6,-65.6
127.40,4691.0,-65.6,-65.6
127.45,4687.7,-65.6,-65.6
127.50,4684.4,-65.6,-65.6
127.55,4681.2,-65.6,-65.6
127.60,4677.9,-65.6,-65.6
127.65,4674.6,-65.6,-65.6
127.70,4671.3,-65.6,-65.6
127.75,4668.0,-65.6,-65.6
127.80,4664.8,-65.6,-65.6
127.85,4661.5,-65.6,-65.6
127.90,4658.2,-65.6,-65.6
127.95,4654.9,-65.6,-65.6
128.00,4651.6,-65.6,-65.6
128.05,4648.4,-65.6,-65.6
128.10,4645.1,-65.6,-65.6
128.15,4641.8,-65.6,-65.6
128.20,4638.5,-65.6,-65.6
128.25,4635.2,-65.6,-65.6
128.30,4632.0,-65.6,-65.6
128.35,4628.7,-65.6,-65.6
128.40,4625.4,-65.6,-65.6
128.45,4622.1,-65.6,-65.6
128.50,4618.8,-65.6,-65.6
128.55,4615.6,-65.6,-65.6
128.60,4612.3,-65.6,-65.6
128.65,4609.0,-65.6,-65.6
128.70,4605.7,-65.6,-65.6
128.75,4602.4,-65.6,-65.6
128.80,4599.1,-65.6,-65.6
128.85,4595.9,-65.6,-65.6
128.90,4592.6,-65.6,-65.6
128.95,4589.3,-65.6,-65.6
129.00,4586.0,-65.6,-65.6
129.05,4582.7,-65.6,-65.6
129.10,4579.5,-65.6,-65.6
129.15,4576.2,-65.6,-65.6
129.20,4572.9,-65.6,-65.6
129.25,4569.6,-65.6,-65.6
129.30,4566.3,-65.6,-65.6
129.35,4563.1,-65.6,-65.6
129.40,4559.8,-65.6,-65.6
129.45,4556.5,-65.6,-65.6
129.50,4553.2,-65.6,-65.6
129.55,4549.9,-65.6,-65.6
129.60,4546.7,-65.6,-65.6
129.65,4543.4,-65.6,-65.6
129.70,4540.1,-65.6,-65.6
129.75,4536.8,-65.6,-65.6
129.80,4533.5,-65.6,-65.6
129.85,4530.2,-65.6,-65.6
129.90,4527.0,-65.6,-65.6
129.95,4523.7,-65.6,-65.6
130.00,4520.4,-65.6,-65.6
130.05,4517.1,-65.6,-65.6
130.10,4513.8,-65.6,-65.6
130.15,4510.6,-65.6,-65.6
130.20,4507.3,-65.6,-65.6
130.25,4504.0,-65.6,-65.6
130.30,4500.7,-65.6,-65.6
130.35,4497.4,-65.6,-65.6
130.40,4494.2,-65.6,-65.6
130.45,4490.9,-65.6,-65.6
130.50,4487.6,-65.6,-65.6
130.55,4484.3,-65.6,-65.6
130.60,4481.0,-65.6,-65.6
130.65,4477.8,-65.6,-65.6
130.70,4474.5,-65.6,-65.6
130.75,4471.2,-65.6,-65.6
130.80,4467.9,-65.6,-65.6
130.85,4464.6,-65.6,-65.6
130.90,4461.4,-65.6,-65.6
130.95,4458.1,-65.6,-65.6
131.00,4454.8,-65.6,-65.6
131.05,4451.5,-65.6,-65.6
131.10,4448.2,-65.6,-65.6
131.15,4444.9,-65.6,-65.6
131.20,4441.7,-65.6,-65.6
131.25,4438.4,-65.6,-65.6
131.30,4435.1,-65.6,-65.6
131.35,4431.8,-65.6,-65.6
131.40,4428.5,-65.6,-65.6
131.45,4425.3,-65.6,-65.6
131.50,4422.0,-65.6,-65.6
131.55,4418.7,-65.6,-65.6
131.60,4415.4,-65.6,-65.6
131.65,4412.1,-65.6,-65.6
131.70,4408.9,-65.6,-65.6
131.75,4405.6,-65.6,-65.6
131.80,4402.3,-65.6,-65.6
131.85,4399.0,-65.6,-65.6
131.90,4395.7,-65.6,-65.6
131.95,4392.5,-65.6,-65.6
132.00,4389.2,-65.6,-65.6
132.05,4385.9,-65.6,-65.6
132.10,4382.6,-65.6,-65.6
132.15,4379.3,-65.6,-65.6
132.20,4376.0,-65.6,-65.6
132.25,4372.8,-65.6,-65.6
132.30,4369.5,-65.6,-65.6
132.35,4366.2,-65.6,-65.6
132.40,4362.9,-65.6,-65.6
132.45,4359.6,-65.6,-65.6
132.50,4356.4,-65.6,-65.6
132.55,4353.1,-65.6,-65.6
132.60,4349.8,-65.6,-65.6
132.65,4346.5,-65.6,-65.6
132.70,4343.2,-65.6,-65.6
132.75,4340.0,-65.6,-65.6
132.80,4336.7,-65.6,-65.6
132.85,4333.4,-65.6,-65.6
132.90,4330.1,-65.6,-65.6
132.95,4326.8,-65.6,-65.6
133.00,4323.6,-65.6,-65.6
133.05,4320.3,-65.6,-65.6
133.10,4317.0,-65.6,-65.6
133.15,4313.7,-65.6,-65.6
133.20,4310.4,-65.6,-65.6
133.25,4307.2,-65.6,-65.6
133.30,4303.9,-65.6,-65.6
133.35,4300.6,-65.6,-65.6
133.40,4297.3,-65.6,-65.6
133.45,4294.0,-65.6,-65.6
133.50,4290.7,-65.6,-65.6
133.55,4287.5,-65.6,-65.6
133.60,4284.2,-65.6,-65.6
133.65,4280.9,-65.6,-65.6
133.70,4277.6,-65.6,-65.6
133.75,4274.3,-65.6,-65.6
133.80,4271.1,-65.6,-65.6
133.85,4267.8,-65.6,-65.6
133.90,4264.5,-65.6,-65.6
133.95,4261.2,-65.6,-65.6
134.00,4257.9,-65.6,-65.6
134.05,4254.7,-65.6,-65.6
134.10,4251.4,-65.6,-65.6
134.15,4248.1,-65.6,-65.6
134.20,4244.8,-65.6,-65.6
134.25,4241.5,-65.6,-65.6
134.30,4238.3,-65.6,-65.6
134.35,4235.0,-65.6,-65.6
134.40,4231.7,-65.6,-65.6
134.45,4228.4,-65.6,-65.6
134.50,4225.1,-65.6,-65.6
134.55,4221.9,-65.6,-65.6
134.60,4218.6,-65.6,-65.6
134.65,4215.3,-65.6,-65.6
134.70,4212.0,-65.6,-65.6
134.75,4208.7,-65.6,-65.6
134.80,4205.4,-65.6,-65.6
134.85,4202.2,-65.6,-65.6
134.90,4198.9,-65.6,-65.6
134.95,4195.6,-65.6,-65.6
135.00,4192.3,-65.6,-65.6
135.05,4189.0,-65.6,-65.6
135.10,4185.8,-65.6,-65.6
135.15,4182.5,-65.6,-65.6
135.20,4179.2,-65.6,-65.6
135.25,4175.9,-65.6,-65.6
135.30,4172.6,-65.6,-65.6
135.35,4169.4,-65.6,-65.6
135.40,4166.1,-65.6,-65.6
135.45,4162.8,-65.6,-65.6
135.50,4159.5,-65.6,-65.6
135.55,4156.2,-65.6,-65.6
135.60,4153.0,-65.6,-65.6
135.65,4149.7,-65.6,-65.6
135.70,4146.4,-65.6,-65.6
135.75,4143.1,-65.6,-65.6
135.80,4139.8,-65.6,-65.6
135.85,4136.5,-65.6,-65.6
135.90,4133.3,-65.6,-65.6
135.95,4130.0,-65.6,-65.6
136.00,4126.7,-65.6,-65.6
136.05,4123.4,-65.6,-65.6
136.10,4120.1,-65.6,-65.6
136.15,4116.9,-65.6,-65.6
136.20,4113.6,-65.6,-65.6
136.25,4110.3,-65.6,-65.6
136.30,4107.0,-65.6,-65.6
136.35,4103.7,-65.6,-65.6
136.40,4100.5,-65.6,-65.6
136.45,4097.2,-65.6,-65.6
136.50,4093.9,-65.6,-65.6
136.55,4090.6,-65.6,-65.6
136.60,4087.3,-65.6,-65.6
136.65,4084.1,-65.6,-65.6
136.70,4080.8,-65.6,-65.6
136.75,4077.5,-65.6,-65.6
136.80,4074.2,-65.6,-65.6
136.85,4070.9,-65.6,-65.6
136.90,4067.7,-65.6,-65.6
136.95,4064.4,-65.6,-65.6
137.00,4061.1,-65.6,-65.6
137.05,4057.8,-65.6,-65.6
137.10,4054.5,-65.6,-65.6
137.15,4051.2,-65.6,-65.6
137.20,4048.0,-65.6,-65.6
137.25,4044.7,-65.6,-65.6
137.30,4041.4,-65.6,-65.6
137.35,4038.1,-65.6,-65.6
137.40,4034.8,-65.6,-65.6
137.45,4031.6,-65.6,-65.6
137.50,4028.3,-65.6,-65.6
137.55,4025.0,-65.6,-65.6
137.60,4021.7,-65.6,-65.6
137.65,4018.4,-65.6,-65.6
137.70,4015.2,-65.6,-65.6
137.75,4011.9,-65.6,-65.6
137.80,4008.6,-65.6,-65.6
137.85,4005.3,-65.6,-65.6
137.90,4002.0,-65.6,-65.6
137.95,3998.8,-65.6,-65.6
138.00,3995.5,-65.6,-65.6
138.05,3992.2,-65.6,-65.6
138.10,3988.9,-65.6,-65.6
138.15,3985.6,-65.6,-65.6
138.20,3982.3,-65.6,-65.6
138.25,3979.1,-65.6,-65.6
138.30,3975.8,-65.6,-65.6
138.35,3972.5,-65.6,-65.6
138.40,3969.2,-65.6,-65.6
138.45,3965.9,-65.6,-65.6
138.50,3962.7,-65.6,-65.6
138.55,3959.4,-65.6,-65.6
138.60,3956.1,-65.6,-65.6
138.65,3952.8,-65.6,-65.6
138.70,3949.5,-65.6,-65.6
138.75,3946.3,-65.6,-65.6
138.80,3943.0,-65.6,-65.6
138.85,3939.7,-65.6,-65.6
138.90,3936.4,-65.6,-65.6
138.95,3933.1,-65.6,-65.6
139.00,3929.9,-65.6,-65.6
139.05,3926.6,-65.6,-65.6
139.10,3923.3,-65.6,-65.6
139.15,3920.0,-65.6,-65.6
139.20,3916.7,-65.6,-65.6
139.25,3913.5,-65.6,-65.6
139.30,3910.2,-65.6,-65.6
139.35,3906.9,-65.6,-65.6
139.40,3903.6,-65.6,-65.6
139.45,3900.3,-65.6,-65.6
139.50,3897.0,-65.6,-65.6
139.55,3893.8,-65.6,-65.6
139.60,3890.5,-65.6,-65.6
139.65,3887.2,-65.6,-65.6
139.70,3883.9,-65.6,-65.6
139.75,3880.6,-65.6,-65.6
139.80,3877.4,-65.6,-65.6
139.85,3874.1,-65.6,-65.6
139.90,3870.8,-65.6,-65.6
139.95,3867.5,-65.6,-65.6
140.00,3864.2,-65.6,-65.6
140.05,3861.0,-65.6,-65.6
140.10,3857.7,-65.6,-65.6
140.15,3854.4,-65.6,-65.6
140.20,3851.1,-65.6,-65.6
140.25,3847.8,-65.6,-65.6
140.30,3844.6,-65.6,-65.6
140.35,3841.3,-65.6,-65.6
140.40,3838.0,-65.6,-65.6
140.45,3834.7,-65.6,-65.6
140.50,3831.4,-65.6,-65.6
140.55,3828.1,-65.6,-65.6
140.60,3824.9,-65.6,-65.6
140.65,3821.6,-65.6,-65.6
140.70,3818.3,-65.6,-65.6
140.75,3815.0,-65.6,-65.6
140.80,3811.7,-65.6,-65.6
140.85,3808.5,-65.6,-65.6
140.90,3805.2,-65.6,-65.6
140.95,3801.9,-65.6,-65.6
141.00,3798.6,-65.6,-65.6
141.05,3795.3,-65.6,-65.6
141.10,3792.1,-65.6,-65.6
141.15,3788.8,-65.6,-65.6
141.20,3785.5,-65.6,-65.6
141.25,3782.2,-65.6,-65.6
141.30,3778.9,-65.6,-65.6
141.35,3775.7,-65.6,-65.6
141.40,3772.4,-65.6,-65.6
141.45,3769.1,-65.6,-65.6
141.50,3765.8,-65.6,-65.6
141.55,3762.5,-65.6,-65.6
141.60,3759.3,-65.6,-65.6
141.65,3756.0,-65.6,-65.6
141.70,3752.7,-65.6,-65.6
141.75,3749.4,-65.6,-65.6
141.80,3746.1,-65.6,-65.6
141.85,3742.8,-65.6,-65.6
141.90,3739.6,-65.6,-65.6
141.95,3736.3,-65.6,-65.6
142.00,3733.0,-65.6,-65.6
142.05,3729.7,-65.6,-65.6
142.10,3726.4,-65.6,-65.6
142.15,3723.2,-65.6,-65.6
142.20,3719.9,-65.6,-65.6
142.25,3716.6,-65.6,-65.6
142.30,3713.3,-65.6,-65.6
142.35,3710.0,-65.6,-65.6
142.40,3706.8,-65.6,-65.6
142.45,3703.5,-65.6,-65.6
142.50,3700.2,-65.6,-65.6
142.55,3696.9,-65.6,-65.6
142.60,3693.6,-65.6,-65.6
142.65,3690.4,-65.6,-65.6
142.70,3687.1,-65.6,-65.6
142.75,3683.8,-65.6,-65.6
142.80,3680.5,-65.6,-65.6
142.85,3677.2,-65.6,-65.6
142.90,3674.0,-65.6,-65.6
142.95,3670.7,-65.6,-65.6
143.00,3667.4,-65.6,-65.6
143.05,3664.1,-65.6,-65.6
143.10,3660.8,-65.6,-65.6
143.15,3657.5,-65.6,-65.6
143.20,3654.3,-65.6,-65.6
143.25,3651.0,-65.6,-65.6
143.30,3647.7,-65.6,-65.6
143.35,3644.4,-65.6,-65.6
143.40,3641.1,-65.6,-65.6
143.45,3637.9,-65.6,-65.6
143.50,3634.6,-65.6,-65.6
143.55,3631.3,-65.6,-65.6
143.60,3628.0,-65.6,-65.6
143.65,3624.7,-65.6,-65.6
143.70,3621.5,-65.6,-65.6
143.75,3618.2,-65.6,-65.6
143.80,3614.9,-65.6,-65.6
143.85,3611.6,-65.6,-65.6
143.90,3608.3,-65.6,-65.6
143.95,3605.1,-65.6,-65.6
144.00,3601.8,-65.6,-65.6
144.05,3598.5,-65.6,-65.6
144.10,3595.2,-65.6,-65.6
144.15,3591.9,-65.6,-65.6
144.20,3588.6,-65.6,-65.6
144.25,3585.4,-65.6,-65.6
144.30,3582.1,-65.6,-65.6
144.35,3578.8,-65.6,-65.6
144.40,3575.5,-65.6,-65.6
144.45,3572.2,-65.6,-65.6
144.50,3569.0,-65.6,-65.6
144.55,3565.7,-65.6,-65.6
144.60,3562.4,-65.6,-65.6
144.65,3559.1,-65.6,-65.6
144.70,3555.8,-65.6,-65.6
144.75,3552.6,-65.6,-65.6
144.80,3549.3,-65.6,-65.6
144.85,3546.0,-65.6,-65.6
144.90,3542.7,-65.6,-65.6
144.95,3539.4,-65.6,-65.6
145.00,3536.2,-65.6,-65.6
145.05,3532.9,-65.6,-65.6
145.10,3529.6,-65.6,-65.6
145.15,3526.3,-65.6,-65.6
145.20,3523.0,-65.6,-65.6
145.25,3519.8,-65.6,-65.6
145.30,3516.5,-65.6,-65.6
145.35,3513.2,-65.6,-65.6
145.40,3509.9,-65.6,-65.6
145.45,3506.6,-65.6,-65.6
145.50,3503.3,-65.6,-65.6
145.55,3500.1,-65.6,-65.6
145.60,3496.8,-65.6,-65.6
145.65,3493.5,-65.6,-65.6
145.70,3490.2,-65.6,-65.6
145.75,3486.9,-65.6,-65.6
145.80,3483.7,-65.6,-65.6
145.85,3480.4,-65.6,-65.6
145.90,3477.1,-65.6,-65.6
145.95,3473.8,-65.6,-65.6
146.00,3470.5,-65.6,-65.6
146.05,3467.3,-65.6,-65.6
146.10,3464.0,-65.6,-65.6
146.15,3460.7,-65.6,-65.6
146.20,3457.4,-65.6,-65.6
146.25,3454.1,-65.6,-65.6
146.30,3450.9,-65.6,-65.6
146.35,3447.6,-65.6,-65.6
146.40,3444.3,-65.6,-65.6
146.45,3441.0,-65.6,-65.6
146.50,3437.7,-65.6,-65.6
146.55,3434.4,-65.6,-65.6
146.60,3431.2,-65.6,-65.6
146.65,3427.9,-65.6,-65.6
146.70,3424.6,-65.6,-65.6
146.75,3421.3,-65.6,-65.6
146.80,3418.0,-65.6,-65.6
146.85,3414.8,-65.6,-65.6
146.90,3411.5,-65.6,-65.6
146.95,3408.2,-65.6,-65.6
147.00,3404.9,-65.6,-65.6
147.05,3401.6,-65.6,-65.6
147.10,3398.4,-65.6,-65.6
147.15,3395.1,-65.6,-65.6
147.20,3391.8,-65.6,-65.6
147.25,3388.5,-65.6,-65.6
147.30,3385.2,-65.6,-65.6
147.35,3382.0,-65.6,-65.6
147.40,3378.7,-65.6,-65.6
147.45,3375.4,-65.6,-65.6
147.50,3372.1,-65.6,-65.6
147.55,3368.8,-65.6,-65.6
147.60,3365.6,-65.6,-65.6
147.65,3362.3,-65.6,-65.6
147.70,3359.0,-65.6,-65.6
147.75,3355.7,-65.6,-65.6
147.80,3352.4,-65.6,-65.6
147.85,3349.1,-65.6,-65.6
147.90,3345.9,-65.6,-65.6
147.95,3342.6,-65.6,-65.6
148.00,3339.3,-65.6,-65.6
148.05,3336.0,-65.6,-65.6
148.10,3332.7,-65.6,-65.6
148.15,3329.5,-65.6,-65.6
148.20,3326.2,-65.6,-65.6
148.25,3322.9,-65.6,-65.6
148.30,3319.6,-65.6,-65.6
148.35,3316.3,-65.6,-65.6
148.40,3313.1,-65.6,-65.6
148.45,3309.8,-65.6,-65.6
148.50,3306.5,-65.6,-65.6
148.55,3303.2,-65.6,-65.6
148.60,3299.9,-65.6,-65.6
148.65,3296.7,-65.6,-65.6
148.70,3293.4,-65.6,-65.6
148.75,3290.1,-65.6,-65.6
